fecha_extraccion,sistema_origen,archivo_origen,nro_linea_archivo,legajo,nombre,apellido,departamento_codigo,departamento_descripcion,tipo_empleado,salario,precio_hora,precio_hora_extra,consultora_cuit,consultora_razon_social,evaluacion_2024,evaluacion_2023,evaluacion_2022,evaluacion_2021,evaluacion_2020,rotacion
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2598,2598,Manuel,Valdez,D001,Finanzas,Efectivo,78814.22,,,,,Regular,Bueno,Excelente,Malo,Bueno,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2599,2599,Olivia,Romero,D004,Ventas,Contratado,,3281.18,2521.77,30-11223344-5,Consultora Gamma,Bueno,Bueno,Bueno,Malo,Excelente,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2600,2600,Zoe Valentina,Luna,D005,Operaciones,Contratado,,3037.55,6397.77,30-11223344-5,Consultora Gamma,Bueno,Malo,Bueno,Excelente,Bueno,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2601,2601,Martín,Benitez,D001,Finanzas,Contratado,,2241.69,3665.68,30-99887766-1,Consultora Delta,Bueno,Bueno,Bueno,Regular,Regular,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2602,2602,Maia,Molina,D004,Ventas,Contratado,,3611.22,2957.2,30-87654321-0,Consultora Beta,Regular,Bueno,Bueno,Excelente,Bueno,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2603,2603,Emma,Dominguez,D003,IT,Contratado,,2493.8,5096.44,30-99887766-1,Consultora Delta,Excelente,Malo,Bueno,Regular,Regular,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2604,2604,Bautista,Soria,D004,Ventas,Efectivo,100971.42,,,,,Excelente,Bueno,Bueno,Regular,Malo,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2605,2605,Dante,Suarez,D002,Recursos Humanos,Efectivo,112920.9,,,,,Regular,Excelente,Bueno,Excelente,Bueno,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2606,2606,Mia,Medina,D001,Finanzas,Efectivo,142325.57,,,,,Bueno,Regular,Malo,Bueno,Regular,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2607,2607,Lautaro Benjamin,Paz,D001,Finanzas,Efectivo,132646.38,,,,,Bueno,Excelente,Excelente,Bueno,Excelente,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2608,2608,Joaquin,Moyano,D003,IT,Efectivo,128004.55,,,,,Bueno,Excelente,Bueno,Bueno,Regular,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2609,2609,Bautista,Gomez,D003,IT,Contratado,,,4870.06,30-99887766-1,Consultora Delta,Bueno,Bueno,Bueno,Bueno,Regular,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2610,2610,Zoe Valentina,Vazquez,D005,Operaciones,Contratado,,2901.01,4957.81,30-99887766-1,Consultora Delta,Bueno,Regular,Bueno,Regular,Bueno,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2611,2611,Olivia,Aguirre,D004,Ventas,Contratado,,2602.45,4317.43,30-87654321-0,Consultora Beta,Excelente,Bueno,Bueno,Bueno,Bueno,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2612,2612,Milagros,Gomez,D005,Operaciones,Contratado,,2208.03,4464.99,30-11223344-5,Consultora Gamma,Bueno,Excelente,Excelente,Bueno,Regular,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2613,2613,Augusto,Paez,D004,Ventas,Contratado,,2351.2,3385.95,30-12345678-9,Consultora Alfa,Bueno,Bueno,Excelente,Bueno,Bueno,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2614,2614,Alvaro,Godoy,D005,Operaciones,Efectivo,127759.83,,,,,Bueno,Bueno,Regular,Excelente,Regular,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2615,2615,Benjamin,Fernandez,D002,Recursos Humanos,Contratado,,3170.19,5282.87,30-87654321-0,Consultora Beta,Bueno,Malo,Bueno,Bueno,Excelente,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2616,2616,Felipe,Pereyra,D002,Recursos Humanos,Efectivo,107066.23,,,,,Regular,Regular,Malo,Regular,Bueno,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2617,2617,Francesca,Silva,D005,Operaciones,Contratado,,3326.44,5050.8,30-11223344-5,Consultora Gamma,Excelente,Bueno,Bueno,Malo,Excelente,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2618,2618,Santiago,Castillo,D003,IT,Contratado,,3355.82,3674.35,30-12345678-9,Consultora Alfa,Excelente,Bueno,Excelente,Excelente,Bueno,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2619,2619,Josefina,Ortiz,D004,Ventas,Contratado,,3119.49,4864.14,30-87654321-0,Consultora Beta,Regular,Excelente,Bueno,Excelente,Malo,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2620,2620,Ian Ezequiel,Sanchez,D001,Finanzas,Contratado,,3005.74,2413.52,30-87654321-0,Consultora Beta,Regular,Excelente,Bueno,Bueno,Bueno,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2621,2621,Juan David,Benitez,D003,IT,Contratado,,3128.39,6712.53,30-87654321-0,Consultora Beta,Regular,Excelente,Malo,Bueno,Bueno,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2622,2622,Lautaro Nahuel,Romero,D001,Finanzas,Efectivo,109198.82,,,,,Malo,Excelente,Excelente,Regular,Regular,1
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2623,2623,Catalina,Gonzalez,D002,Recursos Humanos,Contratado,,,4873.35,30-87654321-0,Consultora Beta,Regular,Bueno,Bueno,Regular,Malo,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2624,2624,Charo,Ruiz,D004,Ventas,Efectivo,129371.35,,,,,Bueno,Excelente,Regular,Bueno,Malo,1
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2625,2625,Juan Ignacio,Garcia,D004,Ventas,Contratado,,3954.19,3242.13,30-99887766-1,Consultora Delta,Excelente,Regular,Excelente,Bueno,Excelente,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2626,2626,Guadalupe,Molina,D001,Finanzas,Efectivo,141941.41,,,,,Bueno,Bueno,Regular,Excelente,Bueno,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2627,2627,Isabella,Quiroga,D001,Finanzas,Contratado,,3472.34,4357.85,30-11223344-5,Consultora Gamma,Regular,Excelente,Bueno,Excelente,Bueno,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2628,2628,Tobias,Sosa,D003,IT,Efectivo,130160.62,,,,,Bueno,Bueno,Bueno,Malo,Regular,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2629,2629,Candela,Guzman,D002,Recursos Humanos,Efectivo,150883.72,,,,,Excelente,Regular,Excelente,Bueno,Malo,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2630,2630,Francisco,Quiroga,D004,Ventas,Contratado,,3697.85,3356.98,30-11223344-5,Consultora Gamma,Malo,Regular,Bueno,Bueno,Bueno,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2631,2631,Camila,Sanchez,D005,Operaciones,Efectivo,144604.75,,,,,Bueno,Bueno,Bueno,Regular,Bueno,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2632,2632,Olivia,Alvarez,D005,Operaciones,Contratado,,2948.25,4572.87,30-12345678-9,Consultora Alfa,Bueno,Malo,Bueno,Excelente,Regular,1
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2633,2633,Manuel,Dominguez,D003,IT,Efectivo,122195.91,,,,,Bueno,Regular,Bueno,Excelente,Bueno,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2634,2634,Agustin,Lopez,D003,IT,Efectivo,115492.71,,,,,Excelente,Bueno,Bueno,Regular,Excelente,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2635,2635,Olivia,Blanco,D005,Operaciones,Efectivo,155751.22,,,,,Malo,Bueno,Bueno,Bueno,Malo,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2636,2636,Giuliana,Fernandez,D003,IT,Efectivo,117488.46,,,,,Bueno,Bueno,Excelente,Excelente,Bueno,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2637,2637,Mateo Joaquin,Carrizo,D002,Recursos Humanos,Efectivo,86413.62,,,,,Excelente,Bueno,Bueno,Malo,Malo,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2638,2638,Valentino,Rodriguez,D002,Recursos Humanos,Efectivo,108194.1,,,,,Regular,Regular,Bueno,Excelente,Bueno,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2639,2639,Benjamin,Muñoz,D002,Recursos Humanos,Contratado,,3142.96,5729.21,30-87654321-0,Consultora Beta,Bueno,Bueno,Bueno,Bueno,Bueno,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2640,2640,Pilar,Benitez,D003,IT,Efectivo,138092.84,,,,,Bueno,Bueno,Excelente,Regular,Bueno,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2641,2641,Juan Sebastian,Rodriguez,D003,IT,Efectivo,94483.94,,,,,Bueno,Malo,Bueno,Malo,Malo,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2642,2642,Santino Benjamin,Ramirez,D003,IT,Efectivo,194555.7,,,,,Bueno,Bueno,Bueno,Regular,Excelente,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2643,2643,Facundo,Caceres,D002,Recursos Humanos,Contratado,,3211.82,5775.39,30-99887766-1,Consultora Delta,Excelente,Bueno,Excelente,Regular,Excelente,1
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2644,2644,Juan Martin,Flores,D004,Ventas,Efectivo,115448.57,,,,,Bueno,Excelente,Bueno,Bueno,Bueno,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2645,2645,Joaquin,Gimenez,D005,Operaciones,Efectivo,136000.78,,,,,Bueno,Bueno,Malo,Malo,Bueno,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2646,2646,Nicolas,Acosta,D003,IT,Contratado,,3671.57,5718.19,30-11223344-5,Consultora Gamma,Excelente,Malo,Bueno,Bueno,Excelente,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2647,2647,Benicio,Lopez,D005,Operaciones,Efectivo,151721.05,,,,,Bueno,Regular,Regular,Regular,Bueno,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2648,2648,Sofía,Silva,D001,Finanzas,Efectivo,146165.91,,,,,Bueno,Bueno,Excelente,Regular,Regular,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2649,2649,Thiago Leonel,Martinez,D005,Operaciones,Efectivo,110547.4,,,,,Bueno,Bueno,Excelente,Regular,Bueno,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2650,2650,Juan Bautista,Ramirez,D005,Operaciones,Contratado,,2542.6,4832.61,30-12345678-9,Consultora Alfa,Bueno,Bueno,Bueno,Bueno,Excelente,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2651,2651,Manuel,Torres,D001,Finanzas,Contratado,,3746.5,4277.28,30-99887766-1,Consultora Delta,Excelente,Regular,Bueno,Malo,Excelente,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2652,2652,Ema,Ortiz,D004,Ventas,Efectivo,151955.16,,,,,Excelente,Bueno,Regular,Bueno,Regular,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2653,2653,Federico,Gomez,D005,Operaciones,Contratado,,4162.09,3583.68,30-11223344-5,Consultora Gamma,Regular,Bueno,Bueno,Excelente,Regular,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2654,2654,Jazmin,Ledesma,D005,Operaciones,Efectivo,94892.38,,,,,Bueno,Regular,Regular,Bueno,Bueno,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2655,2655,Valentino,Ojeda,D003,IT,Contratado,,2887.7,4807.61,30-11223344-5,Consultora Gamma,Excelente,Bueno,Bueno,Bueno,Bueno,1
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2656,2656,Dylan Benjamin,Velazquez,D004,Ventas,Efectivo,104262.99,,,,,Regular,Bueno,Bueno,Bueno,Bueno,1
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2657,2657,Fausto,Medina,D005,Operaciones,Efectivo,160566.08,,,,,Bueno,Malo,Bueno,Bueno,Regular,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2658,2658,Bautista,Paez,D005,Operaciones,Efectivo,132722.01,,,,,Bueno,Bueno,Excelente,Bueno,Bueno,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2659,2659,Catalina,Herrera,D001,Finanzas,Contratado,,3031.56,3064.09,30-12345678-9,Consultora Alfa,Bueno,Bueno,Malo,Excelente,Bueno,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2660,2660,Thiago Nicolas,Campos,D001,Finanzas,Efectivo,80525.53,,,,,Regular,Excelente,Bueno,Bueno,Bueno,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2661,2661,Bautista,Godoy,D003,IT,Efectivo,128430.28,,,,,Bueno,Bueno,Malo,Excelente,Bueno,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2662,2662,Lourdes,Sanchez,D004,Ventas,Contratado,,1293.92,5512.64,30-87654321-0,Consultora Beta,Bueno,Bueno,Regular,Excelente,Bueno,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2663,2663,Isabella,Romero,D005,Operaciones,Contratado,,2873.48,7743.09,30-11223344-5,Consultora Gamma,Excelente,Bueno,Bueno,Regular,Excelente,1
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2664,2664,Santiago Benjamin,Herrera,D001,Finanzas,Contratado,,4846.33,4318.55,30-11223344-5,Consultora Gamma,Regular,Bueno,Bueno,Bueno,Bueno,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2665,2665,Agustina,Herrera,D003,IT,Contratado,,2914.93,,30-87654321-0,Consultora Beta,Excelente,Malo,Excelente,Excelente,Bueno,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2666,2666,Maria Paz,Flores,D002,Recursos Humanos,Contratado,,,2861.97,30-12345678-9,Consultora Alfa,Bueno,Malo,Bueno,Regular,Regular,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2667,2667,Thiago Daniel,Figueroa,D005,Operaciones,Efectivo,332043.7,,,,,Regular,Regular,Regular,Regular,Bueno,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2668,2668,Emilia,Gonzalez,D005,Operaciones,Efectivo,101338.96,,,,,Excelente,Bueno,Excelente,Excelente,Regular,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2669,2669,Thiago Gabriel,Cardozo,D004,Ventas,Efectivo,137482.13,,,,,Bueno,Malo,Excelente,Excelente,Excelente,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2670,2670,Ian Benjamin,Ortiz,D005,Operaciones,Efectivo,134906.21,,,,,Regular,Regular,Malo,Bueno,Bueno,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2671,2671,Isabella,Herrera,D005,Operaciones,Contratado,,3855.82,3300.3,30-99887766-1,Consultora Delta,Excelente,Regular,Bueno,Bueno,Bueno,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2672,2672,Mateo,Rodriguez,D003,IT,Efectivo,50515.68,,,,,Regular,Bueno,Bueno,Bueno,Bueno,1
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2673,2673,Juan Sebastian,Correa,D005,Operaciones,Efectivo,145740.43,,,,,Bueno,Regular,Regular,Bueno,Excelente,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2674,2674,Julian,Garcia,D003,IT,Efectivo,95154.11,,,,,Excelente,Bueno,Bueno,Malo,Regular,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2675,2675,Catalina,Gimenez,D002,Recursos Humanos,Efectivo,59445.36,,,,,Bueno,Bueno,Bueno,Bueno,Bueno,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2676,2676,Mia Jazmin,Garcia,D002,Recursos Humanos,Contratado,,3116.05,5293.18,30-99887766-1,Consultora Delta,Bueno,Excelente,Bueno,Bueno,Excelente,1
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2677,2677,Valentino,Garcia,D005,Operaciones,Efectivo,116338.29,,,,,Regular,Regular,Bueno,Regular,Excelente,1
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2678,2678,Jazmín,Gonzalez,D005,Operaciones,Efectivo,106264.55,,,,,Bueno,Bueno,Regular,Bueno,Excelente,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2679,2679,Santino,Lopez,D004,Ventas,Efectivo,115219.13,,,,,Bueno,Regular,Regular,Bueno,Regular,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2680,2680,Mia,Fernandez,D005,Operaciones,Efectivo,108882.52,,,,,Bueno,Excelente,Bueno,Bueno,Bueno,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2681,2681,Tomàs,Cordoba,D003,IT,Contratado,,1921.56,3785.32,30-99887766-1,Consultora Delta,Bueno,Bueno,Bueno,Excelente,Regular,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2682,2682,Thiago Benjamin,Quiroga,D004,Ventas,Efectivo,135638.4,,,,,Bueno,Bueno,Bueno,Regular,Bueno,1
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2683,2683,Pilar,Figueroa,D003,IT,Efectivo,129650.36,,,,,Bueno,Regular,Bueno,Regular,Regular,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2684,2684,Morena Jazmin,Romero,D002,Recursos Humanos,Efectivo,125041.79,,,,,Bueno,Bueno,Bueno,Regular,Bueno,1
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2685,2685,Catalina,Fernandez,D003,IT,Efectivo,90145.55,,,,,Excelente,Bueno,Bueno,Regular,Bueno,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2686,2686,Lucas Benjamin,Fernandez,D003,IT,Efectivo,114554.91,,,,,Bueno,Malo,Bueno,Excelente,Excelente,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2687,2687,Guillermina,Toledo,D004,Ventas,Contratado,,1258.35,4678.48,30-12345678-9,Consultora Alfa,Regular,Malo,Malo,Regular,Regular,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2688,2688,Milo,Martinez,D005,Operaciones,Contratado,,4143.09,3025.87,30-12345678-9,Consultora Alfa,Bueno,Regular,Regular,Regular,Bueno,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2689,2689,Simon,Godoy,D005,Operaciones,Contratado,,,4829.11,30-99887766-1,Consultora Delta,Bueno,Bueno,Regular,Excelente,Bueno,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2690,2690,Sofia,Ponce,D003,IT,Efectivo,157585.28,,,,,Bueno,Bueno,Malo,Bueno,Bueno,1
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2691,2691,Lautaro,Moreno,D002,Recursos Humanos,Contratado,,2641.42,3807.75,30-99887766-1,Consultora Delta,Regular,Bueno,Bueno,Excelente,Bueno,1
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2692,2692,Zoe,Gomez,D005,Operaciones,Efectivo,60932.31,,,,,Bueno,Bueno,Bueno,Regular,Bueno,1
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2693,2693,Mateo,Ruiz,D003,IT,Efectivo,123103.14,,,,,Malo,Bueno,Regular,Excelente,Bueno,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2694,2694,Julieta,Cardozo,D004,Ventas,Contratado,,4633.66,4777.36,30-87654321-0,Consultora Beta,Regular,Excelente,Regular,Bueno,Bueno,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2695,2695,Gonzalo,Rojas,D003,IT,Contratado,,2982.18,4822.08,30-87654321-0,Consultora Beta,Bueno,Bueno,Bueno,Malo,Bueno,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2696,2696,Olivia,Vega,D003,IT,Efectivo,119667.24,,,,,Bueno,Regular,Excelente,Bueno,Bueno,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2697,2697,Agustin,Fernandez,D004,Ventas,Contratado,,2349.59,5323.28,30-11223344-5,Consultora Gamma,Bueno,Regular,Bueno,Bueno,Bueno,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2698,2698,Tiziana,Gonzalez,D001,Finanzas,Contratado,,3180.61,4517.61,30-99887766-1,Consultora Delta,Bueno,Malo,Malo,Excelente,Excelente,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2699,2699,Dylan,Acosta,D001,Finanzas,Contratado,,2219.71,5803.51,30-87654321-0,Consultora Beta,Excelente,Bueno,Bueno,Bueno,Bueno,1
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2700,2700,Agostina,Soto,D001,Finanzas,Efectivo,139941.08,,,,,Regular,Regular,Bueno,Bueno,Regular,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2701,2701,Thiago Ezequiel,Gonzalez,D003,IT,Contratado,,2557.66,5501.82,30-87654321-0,Consultora Beta,Bueno,Regular,Bueno,Regular,Excelente,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2702,2702,Bastian,Godoy,D002,Recursos Humanos,Efectivo,105072.87,,,,,Bueno,Bueno,Bueno,Bueno,Malo,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2703,2703,Maximiliano,Benitez,D004,Ventas,Contratado,,2374.4,3740.3,30-11223344-5,Consultora Gamma,Malo,Regular,Bueno,Bueno,Bueno,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2704,2704,Bastian,Mendez,D001,Finanzas,Efectivo,66867.94,,,,,Excelente,Bueno,Bueno,Bueno,Bueno,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2705,2705,Ignacio,Perez,D004,Ventas,Contratado,,3377.23,2668.86,30-12345678-9,Consultora Alfa,Excelente,Bueno,Bueno,Bueno,Excelente,1
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2706,2706,Santino,Ferreyra,D001,Finanzas,Efectivo,83146.69,,,,,Regular,Excelente,Bueno,Malo,Bueno,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2707,2707,Francesca,Ramos,D001,Finanzas,Efectivo,57732.36,,,,,Malo,Regular,Malo,Bueno,Regular,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2708,2708,Lautaro Ezequiel,Ponce,D005,Operaciones,Contratado,,2931.14,4349.68,30-12345678-9,Consultora Alfa,Bueno,Bueno,Excelente,Excelente,Bueno,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2709,2709,Salvador,Diaz,D001,Finanzas,Efectivo,110199.11,,,,,Excelente,Excelente,Bueno,Regular,Excelente,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2710,2710,Alma,Ledesma,D004,Ventas,Contratado,,2165.94,3327.77,30-99887766-1,Consultora Delta,Regular,Excelente,Regular,Regular,Excelente,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2711,2711,Joaquin,Molina,D004,Ventas,Contratado,,3371.5,3949.45,30-99887766-1,Consultora Delta,Bueno,Bueno,Regular,Bueno,Malo,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2712,2712,Felicitas,Rivero,D005,Operaciones,Contratado,,3253.09,3614.75,30-11223344-5,Consultora Gamma,Bueno,Excelente,Excelente,Bueno,Bueno,1
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2713,2713,Benjamin,Gomez,D001,Finanzas,Efectivo,125431.88,,,,,Excelente,Bueno,Regular,Regular,Regular,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2714,2714,Santino,Acosta,D002,Recursos Humanos,Contratado,,4042.62,5086.17,30-11223344-5,Consultora Gamma,Bueno,Regular,Malo,Regular,Regular,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2715,2715,Delfina,Garcia,D003,IT,Contratado,,2670.07,4757.2,30-11223344-5,Consultora Gamma,Regular,Bueno,Excelente,Bueno,Bueno,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2716,2716,Santiago,Gonzalez,D003,IT,Efectivo,112780.04,,,,,Bueno,Bueno,Bueno,Bueno,Bueno,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2717,2717,Catalina,Acuña,D001,Finanzas,Efectivo,120236.41,,,,,Bueno,Bueno,Excelente,Bueno,Excelente,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2718,2718,Ambar,Miranda,D005,Operaciones,Efectivo,110231.67,,,,,Bueno,Bueno,Bueno,Excelente,Regular,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2719,2719,Maria Guadalupe,Godoy,D001,Finanzas,Efectivo,115069.94,,,,,Bueno,Bueno,Bueno,Bueno,Bueno,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2720,2720,Paloma,Gomez,D005,Operaciones,Contratado,,3169.67,3506.64,30-12345678-9,Consultora Alfa,Excelente,Regular,Bueno,Malo,Excelente,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2721,2721,Jazmín,Fernandez,D001,Finanzas,Efectivo,89523.64,,,,,Malo,Bueno,Bueno,Bueno,Excelente,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2722,2722,Ambar,Mendoza,D001,Finanzas,Efectivo,78343.72,,,,,Bueno,Bueno,Excelente,Bueno,Bueno,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2723,2723,Tiziano,Martin,D004,Ventas,Efectivo,71991.87,,,,,Bueno,Bueno,Excelente,Bueno,Bueno,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2724,2724,Kiara,Ledesma,D004,Ventas,Contratado,,2026.17,4659.46,30-87654321-0,Consultora Beta,Bueno,Regular,Excelente,Malo,Excelente,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2725,2725,Valentina,Herrera,D001,Finanzas,Efectivo,,,,,,Excelente,Excelente,Excelente,Bueno,Regular,1
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2726,2726,Santiago Nicolas,Godoy,D003,IT,Contratado,,3410.89,4534.71,30-12345678-9,Consultora Alfa,Bueno,Malo,Excelente,Bueno,Excelente,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2727,2727,Thiago Gabriel,Perez,D002,Recursos Humanos,Efectivo,60944.87,,,,,Bueno,Excelente,Bueno,Bueno,Regular,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2728,2728,Pedro,Barrios,D001,Finanzas,Efectivo,139649.27,,,,,Regular,Bueno,Bueno,Regular,Bueno,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2729,2729,Milo,Sanchez,D002,Recursos Humanos,Efectivo,144323.96,,,,,Excelente,Bueno,Regular,Bueno,Excelente,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2730,2730,Mateo,Rodriguez,D003,IT,Efectivo,90184.12,,,,,Bueno,Excelente,Bueno,Bueno,Excelente,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2731,2731,Santiago Benjamin,Alvarez,D002,Recursos Humanos,Efectivo,132605.75,,,,,Bueno,Bueno,Excelente,Bueno,Excelente,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,2732,2732,Ignacio,Rodriguez,D004,Ventas,Contratado,,2314.8,4597.67,30-12345678-9,Consultora Alfa,Regular,Excelente,Regular,Bueno,Regular,0
